3.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+02
2.981252098083496094e+01,2.006965637207031250e+01,1.000000000000000000e+00,1.999999955296516418e-02,6.457887573242187500e+02
2.962504386901855469e+01,2.013931083679199219e+01,2.000000000000000000e+00,7.999999821186065674e-02,6.416174926757812500e+02
2.943756484985351562e+01,2.020896720886230469e+01,3.000000000000000000e+00,1.800000071525573730e-01,6.374862670898437500e+02
2.925008583068847656e+01,2.027862167358398438e+01,4.000000000000000000e+00,3.199999928474426270e-01,6.333950195312500000e+02
2.906260871887207031e+01,2.034827804565429688e+01,5.000000000000000000e+00,5.000000000000000000e-01,6.293438110351562500e+02
2.887512969970703125e+01,2.041793251037597656e+01,6.000000000000000000e+00,7.200000286102294922e-01,6.253325805664062500e+02
2.868765258789062500e+01,2.048758888244628906e+01,7.000000000000000000e+00,9.800000190734863281e-01,6.213613281250000000e+02
2.850017356872558594e+01,2.055724334716796875e+01,8.000000000000000000e+00,1.279999971389770508e+00,6.174300537109375000e+02
2.831269454956054688e+01,2.062689971923828125e+01,9.000000000000000000e+00,1.620000004768371582e+00,6.135388183593750000e+02
2.812521743774414062e+01,2.069655418395996094e+01,1.000000000000000000e+01,2.000000000000000000e+00,6.096875610351562500e+02
2.793773841857910156e+01,2.076621055603027344e+01,1.100000000000000000e+01,2.420000076293945312e+00,6.058763427734375000e+02
2.775025939941406250e+01,2.083586502075195312e+01,1.200000000000000000e+01,2.880000114440917969e+00,6.021051025390625000e+02
2.756278228759765625e+01,2.090552139282226562e+01,1.300000000000000000e+01,3.380000114440917969e+00,5.983738403320312500e+02
2.737530326843261719e+01,2.097517585754394531e+01,1.400000000000000000e+01,3.920000076293945312e+00,5.946826171875000000e+02
2.718782424926757812e+01,2.104483222961425781e+01,1.500000000000000000e+01,4.500000000000000000e+00,5.910313720703125000e+02
2.700034713745117188e+01,2.111448669433593750e+01,1.600000000000000000e+01,5.119999885559082031e+00,5.874201660156250000e+02
2.681286811828613281e+01,2.118414306640625000e+01,1.700000000000000000e+01,5.780000209808349609e+00,5.838488769531250000e+02
2.662539100646972656e+01,2.125379753112792969e+01,1.800000000000000000e+01,6.480000019073486328e+00,5.803176879882812500e+02
2.643791198730468750e+01,2.132345390319824219e+01,1.900000000000000000e+01,7.219999790191650391e+00,5.768264160156250000e+02
2.625043296813964844e+01,2.139310836791992188e+01,2.000000000000000000e+01,8.000000000000000000e+00,5.733751831054687500e+02
2.606295585632324219e+01,2.146276473999023438e+01,2.100000000000000000e+01,8.819999694824218750e+00,5.699639282226562500e+02
2.587547683715820312e+01,2.153241920471191406e+01,2.200000000000000000e+01,9.680000305175781250e+00,5.665927124023437500e+02
2.568799781799316406e+01,2.160207557678222656e+01,2.300000000000000000e+01,1.057999992370605469e+01,5.632614746093750000e+02
2.550052070617675781e+01,2.167173004150390625e+01,2.400000000000000000e+01,1.152000045776367188e+01,5.599702148437500000e+02
2.531304168701171875e+01,2.174138641357421875e+01,2.500000000000000000e+01,1.250000000000000000e+01,5.567189941406250000e+02
2.512556266784667969e+01,2.181104087829589844e+01,2.600000000000000000e+01,1.352000045776367188e+01,5.535077514648437500e+02
2.493808555603027344e+01,2.188069725036621094e+01,2.700000000000000000e+01,1.457999992370605469e+01,5.503364868164062500e+02
2.475060653686523438e+01,2.195035171508789062e+01,2.800000000000000000e+01,1.568000030517578125e+01,5.472052612304687500e+02
2.456312942504882812e+01,2.202000808715820312e+01,2.900000000000000000e+01,1.681999969482421875e+01,5.441140136718750000e+02
2.437565040588378906e+01,2.208966255187988281e+01,3.000000000000000000e+01,1.800000000000000000e+01,5.410627441406250000e+02
2.418817138671875000e+01,2.215931892395019531e+01,3.100000000000000000e+01,1.921999931335449219e+01,5.380515136718750000e+02
2.400069427490234375e+01,2.222897338867187500e+01,3.200000000000000000e+01,2.047999954223632812e+01,5.350802612304687500e+02
2.381321525573730469e+01,2.229862976074218750e+01,3.300000000000000000e+01,2.178000068664550781e+01,5.321490478515625000e+02
2.362573623657226562e+01,2.236828422546386719e+01,3.400000000000000000e+01,2.312000083923339844e+01,5.292578125000000000e+02
2.343825912475585938e+01,2.243794059753417969e+01,3.500000000000000000e+01,2.450000000000000000e+01,5.264065551757812500e+02
2.325078010559082031e+01,2.250759506225585938e+01,3.600000000000000000e+01,2.592000007629394531e+01,5.235953369140625000e+02
2.306330108642578125e+01,2.257725143432617188e+01,3.700000000000000000e+01,2.737999916076660156e+01,5.208240966796875000e+02
2.287582397460937500e+01,2.264690589904785156e+01,3.800000000000000000e+01,2.887999916076660156e+01,5.180928344726562500e+02
2.268834495544433594e+01,2.271656227111816406e+01,3.900000000000000000e+01,3.042000007629394531e+01,5.154016113281250000e+02
2.250086784362792969e+01,2.278621673583984375e+01,4.000000000000000000e+01,3.200000000000000000e+01,5.127503662109375000e+02
2.231338882446289062e+01,2.285587310791015625e+01,4.100000000000000000e+01,3.361999893188476562e+01,5.101390991210937500e+02
2.212590980529785156e+01,2.292552757263183594e+01,4.200000000000000000e+01,3.527999877929687500e+01,5.075678710937500000e+02
2.193843269348144531e+01,2.299518394470214844e+01,4.300000000000000000e+01,3.697999954223632812e+01,5.050366210937500000e+02
2.175095367431640625e+01,2.306483840942382812e+01,4.400000000000000000e+01,3.872000122070312500e+01,5.025453796386718750e+02
2.156347465515136719e+01,2.313449478149414062e+01,4.500000000000000000e+01,4.050000000000000000e+01,5.000941467285156250e+02
2.137599754333496094e+01,2.320414924621582031e+01,4.600000000000000000e+01,4.231999969482421875e+01,4.976828918457031250e+02
2.118851852416992188e+01,2.327380561828613281e+01,4.700000000000000000e+01,4.418000030517578125e+01,4.953116760253906250e+02
2.100103950500488281e+01,2.334346008300781250e+01,4.800000000000000000e+01,4.608000183105468750e+01,4.929804077148437500e+02
2.081356239318847656e+01,2.341311645507812500e+01,4.900000000000000000e+01,4.802000045776367188e+01,4.906891784667968750e+02
2.062608337402343750e+01,2.348277091979980469e+01,5.000000000000000000e+01,5.000000000000000000e+01,4.884379272460937500e+02
2.043860626220703125e+01,2.355242729187011719e+01,5.100000000000000000e+01,5.202000045776367188e+01,4.862266845703125000e+02
2.025112724304199219e+01,2.362208175659179688e+01,5.200000000000000000e+01,5.408000183105468750e+01,4.840554504394531250e+02
2.006364822387695312e+01,2.369173812866210938e+01,5.300000000000000000e+01,5.618000030517578125e+01,4.819242248535156250e+02
1.987617111206054688e+01,2.376139259338378906e+01,5.400000000000000000e+01,5.831999969482421875e+01,4.798329772949218750e+02
1.968869209289550781e+01,2.383104896545410156e+01,5.500000000000000000e+01,6.050000000000000000e+01,4.777817382812500000e+02
1.950121307373046875e+01,2.390070343017578125e+01,5.600000000000000000e+01,6.272000122070312500e+01,4.757704772949218750e+02
1.931373596191406250e+01,2.397035980224609375e+01,5.700000000000000000e+01,6.498000335693359375e+01,4.737992553710937500e+02
1.912625694274902344e+01,2.404001426696777344e+01,5.800000000000000000e+01,6.727999877929687500e+01,4.718680114746093750e+02
1.893877983093261719e+01,2.410967063903808594e+01,5.900000000000000000e+01,6.962000274658203125e+01,4.699767761230468750e+02
1.875130081176757812e+01,2.417932510375976562e+01,6.000000000000000000e+01,7.200000000000000000e+01,4.681255187988281250e+02
1.856382179260253906e+01,2.424898147583007812e+01,6.100000000000000000e+01,7.441999816894531250e+01,4.663142700195312500e+02
1.837634468078613281e+01,2.431863594055175781e+01,6.200000000000000000e+01,7.687999725341796875e+01,4.645430297851562500e+02
1.818886566162109375e+01,2.438829231262207031e+01,6.300000000000000000e+01,7.937999725341796875e+01,4.628117980957031250e+02
1.800138664245605469e+01,2.445794677734375000e+01,6.400000000000000000e+01,8.191999816894531250e+01,4.611205749511718750e+02
1.781390953063964844e+01,2.452760314941406250e+01,6.500000000000000000e+01,8.450000000000000000e+01,4.594693298339843750e+02
1.762643051147460938e+01,2.459725761413574219e+01,6.600000000000000000e+01,8.712000274658203125e+01,4.578580627441406250e+02
1.743895149230957031e+01,2.466691398620605469e+01,6.700000000000000000e+01,8.977999877929687500e+01,4.562868347167968750e+02
1.725147438049316406e+01,2.473656845092773438e+01,6.800000000000000000e+01,9.248000335693359375e+01,4.547555847167968750e+02
1.706399536132812500e+01,2.480622482299804688e+01,6.900000000000000000e+01,9.522000122070312500e+01,4.532643432617187500e+02
1.687651824951171875e+01,2.487587928771972656e+01,7.000000000000000000e+01,9.800000000000000000e+01,4.518131103515625000e+02
1.668903923034667969e+01,2.494553565979003906e+01,7.100000000000000000e+01,1.008199996948242188e+02,4.504018859863281250e+02
1.650156021118164062e+01,2.501519012451171875e+01,7.200000000000000000e+01,1.036800003051757812e+02,4.490306396484375000e+02
1.631408309936523438e+01,2.508484649658203125e+01,7.300000000000000000e+01,1.065800018310546875e+02,4.476994018554687500e+02
1.612660408020019531e+01,2.515450096130371094e+01,7.400000000000000000e+01,1.095199966430664062e+02,4.464081420898437500e+02
1.593912601470947266e+01,2.522415733337402344e+01,7.500000000000000000e+01,1.125000000000000000e+02,4.451569213867187500e+02
1.575164699554443359e+01,2.529381179809570312e+01,7.600000000000000000e+01,1.155199966430664062e+02,4.439456787109375000e+02
1.556416893005371094e+01,2.536346817016601562e+01,7.700000000000000000e+01,1.185800018310546875e+02,4.427744140625000000e+02
1.537669086456298828e+01,2.543312263488769531e+01,7.800000000000000000e+01,1.216800003051757812e+02,4.416431884765625000e+02
1.518921279907226562e+01,2.550277900695800781e+01,7.900000000000000000e+01,1.248199996948242188e+02,4.405519409179687500e+02
1.500173377990722656e+01,2.557243347167968750e+01,8.000000000000000000e+01,1.280000000000000000e+02,4.395007019042968750e+02
1.481425571441650391e+01,2.564208984375000000e+01,8.100000000000000000e+01,1.312200012207031250e+02,4.384894714355468750e+02
1.462677764892578125e+01,2.571174430847167969e+01,8.200000000000000000e+01,1.344799957275390625e+02,4.375182189941406250e+02
1.443929958343505859e+01,2.578140068054199219e+01,8.300000000000000000e+01,1.377799987792968750e+02,4.365869750976562500e+02
1.425182056427001953e+01,2.585105514526367188e+01,8.400000000000000000e+01,1.411199951171875000e+02,4.356957397460937500e+02
1.406434249877929688e+01,2.592071151733398438e+01,8.500000000000000000e+01,1.445000000000000000e+02,4.348444824218750000e+02
1.387686443328857422e+01,2.599036598205566406e+01,8.600000000000000000e+01,1.479199981689453125e+02,4.340332641601562500e+02
1.368938541412353516e+01,2.606002235412597656e+01,8.700000000000000000e+01,1.513800048828125000e+02,4.332620239257812500e+02
1.350190734863281250e+01,2.612967681884765625e+01,8.800000000000000000e+01,1.548800048828125000e+02,4.325307617187500000e+02
1.331442928314208984e+01,2.619933319091796875e+01,8.900000000000000000e+01,1.584199981689453125e+02,4.318395385742187500e+02
1.312695121765136719e+01,2.626898765563964844e+01,9.000000000000000000e+01,1.620000000000000000e+02,4.311882934570312500e+02
1.293947219848632812e+01,2.633864402770996094e+01,9.100000000000000000e+01,1.656199951171875000e+02,4.305770568847656250e+02
1.275199413299560547e+01,2.640829849243164062e+01,9.200000000000000000e+01,1.692799987792968750e+02,4.300057983398437500e+02
1.256451606750488281e+01,2.647795486450195312e+01,9.300000000000000000e+01,1.729799957275390625e+02,4.294745788574218750e+02
1.237703800201416016e+01,2.654760932922363281e+01,9.400000000000000000e+01,1.767200012207031250e+02,4.289833374023437500e+02
1.218955898284912109e+01,2.661726570129394531e+01,9.500000000000000000e+01,1.805000000000000000e+02,4.285320739746093750e+02
1.200208091735839844e+01,2.668692016601562500e+01,9.600000000000000000e+01,1.843200073242187500e+02,4.281208496093750000e+02
1.181460285186767578e+01,2.675657653808593750e+01,9.700000000000000000e+01,1.881799926757812500e+02,4.277496032714843750e+02
1.162712383270263672e+01,2.682623100280761719e+01,9.800000000000000000e+01,1.920800018310546875e+02,4.274183654785156250e+02
1.143964576721191406e+01,2.689588737487792969e+01,9.900000000000000000e+01,1.960200042724609375e+02,4.271271057128906250e+02
1.125216770172119141e+01,2.696554183959960938e+01,1.000000000000000000e+02,2.000000000000000000e+02,4.268758850097656250e+02
1.106468963623046875e+01,2.703519821166992188e+01,1.010000000000000000e+02,2.040200042724609375e+02,4.266646423339843750e+02
1.087721061706542969e+01,2.710485267639160156e+01,1.020000000000000000e+02,2.080800018310546875e+02,4.264933776855468750e+02
1.068973255157470703e+01,2.717450904846191406e+01,1.030000000000000000e+02,2.121799926757812500e+02,4.263621520996093750e+02
1.050225448608398438e+01,2.724416351318359375e+01,1.040000000000000000e+02,2.163200073242187500e+02,4.262709045410156250e+02
1.031477642059326172e+01,2.731381988525390625e+01,1.050000000000000000e+02,2.205000000000000000e+02,4.262196655273437500e+02
1.012729740142822266e+01,2.738347434997558594e+01,1.060000000000000000e+02,2.247200012207031250e+02,4.262084350585937500e+02
9.939819335937500000e+00,2.745313072204589844e+01,1.070000000000000000e+02,2.289799957275390625e+02,4.262371826171875000e+02
9.752341270446777344e+00,2.752278518676757812e+01,1.080000000000000000e+02,2.332799987792968750e+02,4.263059387207031250e+02
9.564862251281738281e+00,2.759244155883789062e+01,1.090000000000000000e+02,2.376199951171875000e+02,4.264147033691406250e+02
9.377384185791015625e+00,2.766209602355957031e+01,1.100000000000000000e+02,2.420000000000000000e+02,4.265634765625000000e+02
9.189906120300292969e+00,2.773175239562988281e+01,1.110000000000000000e+02,2.464199981689453125e+02,4.267522277832031250e+02
9.189906120300292969e+00,2.773175239562988281e+01,1.120000000000000000e+02,2.464199981689453125e+02,4.267522277832031250e+02
9.189906120300292969e+00,2.773175239562988281e+01,1.130000000000000000e+02,2.464199981689453125e+02,4.267522277832031250e+02
9.189906120300292969e+00,2.773175239562988281e+01,1.140000000000000000e+02,2.464199981689453125e+02,4.267522277832031250e+02
9.189906120300292969e+00,2.773175239562988281e+01,1.150000000000000000e+02,2.464199981689453125e+02,4.267522277832031250e+02
9.189906120300292969e+00,2.773175239562988281e+01,1.160000000000000000e+02,2.464199981689453125e+02,4.267522277832031250e+02
9.189906120300292969e+00,2.773175239562988281e+01,1.170000000000000000e+02,2.464199981689453125e+02,4.267522277832031250e+02
9.189906120300292969e+00,2.773175239562988281e+01,1.180000000000000000e+02,2.464199981689453125e+02,4.267522277832031250e+02
9.189906120300292969e+00,2.773175239562988281e+01,1.190000000000000000e+02,2.464199981689453125e+02,4.267522277832031250e+02
9.334167480468750000e+00,2.787027549743652344e+01,1.200000000000000000e+02,2.445089263916015625e+02,4.319394531250000000e+02
9.334167480468750000e+00,2.787027549743652344e+01,1.210000000000000000e+02,2.445089263916015625e+02,4.319394531250000000e+02
9.334167480468750000e+00,2.787027549743652344e+01,1.220000000000000000e+02,2.445089263916015625e+02,4.319394531250000000e+02
9.334167480468750000e+00,2.787027549743652344e+01,1.230000000000000000e+02,2.445089263916015625e+02,4.319394531250000000e+02
9.334167480468750000e+00,2.787027549743652344e+01,1.240000000000000000e+02,2.445089263916015625e+02,4.319394531250000000e+02
9.334167480468750000e+00,2.787027549743652344e+01,1.250000000000000000e+02,2.445089263916015625e+02,4.319394531250000000e+02
9.334167480468750000e+00,2.787027549743652344e+01,1.260000000000000000e+02,2.445089263916015625e+02,4.319394531250000000e+02
9.334167480468750000e+00,2.787027549743652344e+01,1.270000000000000000e+02,2.445089263916015625e+02,4.319394531250000000e+02
9.334167480468750000e+00,2.787027549743652344e+01,1.280000000000000000e+02,2.445089263916015625e+02,4.319394531250000000e+02
9.334167480468750000e+00,2.787027549743652344e+01,1.290000000000000000e+02,2.445089263916015625e+02,4.319394531250000000e+02
9.135075569152832031e+00,2.785124206542968750e+01,1.300000000000000000e+02,2.484935302734375000e+02,4.295706176757812500e+02
8.935983657836914062e+00,2.783220672607421875e+01,1.310000000000000000e+02,2.525181427001953125e+02,4.272417907714843750e+02
8.736890792846679688e+00,2.781317329406738281e+01,1.320000000000000000e+02,2.565827331542968750e+02,4.249529418945312500e+02
8.537798881530761719e+00,2.779413986206054688e+01,1.330000000000000000e+02,2.606873474121093750e+02,4.227041320800781250e+02
8.338706016540527344e+00,2.777510643005371094e+01,1.340000000000000000e+02,2.648319702148437500e+02,4.204953002929687500e+02
8.139614105224609375e+00,2.775607299804687500e+01,1.350000000000000000e+02,2.690165710449218750e+02,4.183264465332031250e+02
7.940522193908691406e+00,2.773703956604003906e+01,1.360000000000000000e+02,2.732411804199218750e+02,4.161976318359375000e+02
7.741429805755615234e+00,2.771800613403320312e+01,1.370000000000000000e+02,2.775057678222656250e+02,4.141087951660156250e+02
7.542337417602539062e+00,2.769897270202636719e+01,1.380000000000000000e+02,2.818103942871093750e+02,4.120599670410156250e+02
7.343245029449462891e+00,2.767993927001953125e+01,1.390000000000000000e+02,2.861549987792968750e+02,4.100511169433593750e+02
7.144153118133544922e+00,2.766090583801269531e+01,1.400000000000000000e+02,2.905396118164062500e+02,4.080823059082031250e+02
6.945060729980468750e+00,2.764187240600585938e+01,1.410000000000000000e+02,2.949642028808593750e+02,4.061534729003906250e+02
6.745968341827392578e+00,2.762283706665039062e+01,1.420000000000000000e+02,2.994288330078125000e+02,4.042646179199218750e+02
6.546876430511474609e+00,2.760380363464355469e+01,1.430000000000000000e+02,3.039334106445312500e+02,4.024158020019531250e+02
6.347784042358398438e+00,2.758477020263671875e+01,1.440000000000000000e+02,3.084780273437500000e+02,4.006069641113281250e+02
6.148691654205322266e+00,2.756573677062988281e+01,1.450000000000000000e+02,3.130626525878906250e+02,3.988381347656250000e+02
5.949599742889404297e+00,2.754670333862304688e+01,1.460000000000000000e+02,3.176872558593750000e+02,3.971093139648437500e+02
